domain,source_file,source_table,record_category,source_row,row_key,payload_json
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,1,QB,"{""position_group"":""QB"",""age"":""20"",""current_rating_delta_from_prime"":""-16.8"",""development_multiplier"":""1.55"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,2,QB,"{""position_group"":""QB"",""age"":""21"",""current_rating_delta_from_prime"":""-14.7"",""development_multiplier"":""1.55"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,3,QB,"{""position_group"":""QB"",""age"":""22"",""current_rating_delta_from_prime"":""-12.6"",""development_multiplier"":""1.55"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,4,QB,"{""position_group"":""QB"",""age"":""23"",""current_rating_delta_from_prime"":""-10.5"",""development_multiplier"":""1.55"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,5,QB,"{""position_group"":""QB"",""age"":""24"",""current_rating_delta_from_prime"":""-8.4"",""development_multiplier"":""1.5"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,6,QB,"{""position_group"":""QB"",""age"":""25"",""current_rating_delta_from_prime"":""-6.3"",""development_multiplier"":""1.45"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,7,QB,"{""position_group"":""QB"",""age"":""26"",""current_rating_delta_from_prime"":""-4.2"",""development_multiplier"":""1.4"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,8,QB,"{""position_group"":""QB"",""age"":""27"",""current_rating_delta_from_prime"":""-2.1"",""development_multiplier"":""1.35"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,9,QB,"{""position_group"":""QB"",""age"":""28"",""current_rating_delta_from_prime"":""0.45"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,10,QB,"{""position_group"":""QB"",""age"":""29"",""current_rating_delta_from_prime"":""0.7"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,11,QB,"{""position_group"":""QB"",""age"":""30"",""current_rating_delta_from_prime"":""0.95"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,12,QB,"{""position_group"":""QB"",""age"":""31"",""current_rating_delta_from_prime"":""1.2"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,13,QB,"{""position_group"":""QB"",""age"":""32"",""current_rating_delta_from_prime"":""0.95"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,14,QB,"{""position_group"":""QB"",""age"":""33"",""current_rating_delta_from_prime"":""0.7"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,15,QB,"{""position_group"":""QB"",""age"":""34"",""current_rating_delta_from_prime"":""0.45"",""development_multiplier"":""1.0"",""decline_pressure"":""0.0"",""athletic_decay_pressure"":""0"",""mental_growth_or_retention"":""1.0"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,16,QB,"{""position_group"":""QB"",""age"":""35"",""current_rating_delta_from_prime"":""-0.65"",""development_multiplier"":""0.65"",""decline_pressure"":""0.35"",""athletic_decay_pressure"":""0.16"",""mental_growth_or_retention"":""0.95"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,17,QB,"{""position_group"":""QB"",""age"":""36"",""current_rating_delta_from_prime"":""-1.3"",""development_multiplier"":""0.65"",""decline_pressure"":""0.47"",""athletic_decay_pressure"":""0.21"",""mental_growth_or_retention"":""0.95"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
nfl_aging_decline,nfl_age_curve_by_position.csv,nfl_age_curve_by_position,runtime_tuning,18,QB,"{""position_group"":""QB"",""age"":""37"",""current_rating_delta_from_prime"":""-1.95"",""development_multiplier"":""0.35"",""decline_pressure"":""0.59"",""athletic_decay_pressure"":""0.27"",""mental_growth_or_retention"":""0.95"",""retirement_pressure"":""0"",""source_basis"":""research_informed_synthetic_tuning""}"
