domain,source_file,source_table,record_category,source_row,row_key,payload_json
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,1,nfl_practice_squad_age_experience_by_quality:1,"{""quality_tier"":""ps_premium_stash"",""age_min"":""21"",""age_max"":""23"",""experience_min"":""0"",""experience_max"":""1"",""weight"":""0.32""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,2,nfl_practice_squad_age_experience_by_quality:2,"{""quality_tier"":""ps_premium_stash"",""age_min"":""23"",""age_max"":""25"",""experience_min"":""1"",""experience_max"":""2"",""weight"":""0.38""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,3,nfl_practice_squad_age_experience_by_quality:3,"{""quality_tier"":""ps_premium_stash"",""age_min"":""25"",""age_max"":""28"",""experience_min"":""2"",""experience_max"":""4"",""weight"":""0.2""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,4,nfl_practice_squad_age_experience_by_quality:4,"{""quality_tier"":""ps_premium_stash"",""age_min"":""29"",""age_max"":""33"",""experience_min"":""5"",""experience_max"":""10"",""weight"":""0.1""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,5,nfl_practice_squad_age_experience_by_quality:5,"{""quality_tier"":""ps_game_day_depth"",""age_min"":""21"",""age_max"":""24"",""experience_min"":""0"",""experience_max"":""1"",""weight"":""0.26""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,6,nfl_practice_squad_age_experience_by_quality:6,"{""quality_tier"":""ps_game_day_depth"",""age_min"":""24"",""age_max"":""27"",""experience_min"":""1"",""experience_max"":""3"",""weight"":""0.34""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,7,nfl_practice_squad_age_experience_by_quality:7,"{""quality_tier"":""ps_game_day_depth"",""age_min"":""27"",""age_max"":""31"",""experience_min"":""3"",""experience_max"":""6"",""weight"":""0.26""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,8,nfl_practice_squad_age_experience_by_quality:8,"{""quality_tier"":""ps_game_day_depth"",""age_min"":""31"",""age_max"":""34"",""experience_min"":""6"",""experience_max"":""11"",""weight"":""0.14""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,9,nfl_practice_squad_age_experience_by_quality:9,"{""quality_tier"":""ps_developmental_upside"",""age_min"":""21"",""age_max"":""23"",""experience_min"":""0"",""experience_max"":""1"",""weight"":""0.48""}"
nfl_practice_squad,nfl_practice_squad_age_experience_by_quality.csv,nfl_practice_squad_age_experience_by_quality,runtime_tuning,10,nfl_practice_squad_age_experience_by_quality:10,"{""quality_tier"":""ps_developmental_upside"",""age_min"":""23"",""age_max"":""25"",""experience_min"":""0"",""experience_max"":""2"",""weight"":""0.34""}"
