domain,source_file,source_table,record_category,source_row,row_key,payload_json
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,1,nfl_active_minimum_salary_table:1,"{""season_year"":""2026"",""accrued_seasons_band"":""0"",""active_minimum_salary_millions"":""0.885"",""veteran_minimum_benefit_eligible"":""no"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,2,nfl_active_minimum_salary_table:2,"{""season_year"":""2026"",""accrued_seasons_band"":""1"",""active_minimum_salary_millions"":""0.96"",""veteran_minimum_benefit_eligible"":""no"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,3,nfl_active_minimum_salary_table:3,"{""season_year"":""2026"",""accrued_seasons_band"":""2"",""active_minimum_salary_millions"":""1.03"",""veteran_minimum_benefit_eligible"":""yes"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,4,nfl_active_minimum_salary_table:4,"{""season_year"":""2026"",""accrued_seasons_band"":""3"",""active_minimum_salary_millions"":""1.1"",""veteran_minimum_benefit_eligible"":""yes"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,5,nfl_active_minimum_salary_table:5,"{""season_year"":""2026"",""accrued_seasons_band"":""4-6"",""active_minimum_salary_millions"":""1.185"",""veteran_minimum_benefit_eligible"":""yes"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,6,nfl_active_minimum_salary_table:6,"{""season_year"":""2026"",""accrued_seasons_band"":""7-9"",""active_minimum_salary_millions"":""1.255"",""veteran_minimum_benefit_eligible"":""yes"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,7,nfl_active_minimum_salary_table:7,"{""season_year"":""2026"",""accrued_seasons_band"":""10+"",""active_minimum_salary_millions"":""1.33"",""veteran_minimum_benefit_eligible"":""yes"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,8,nfl_active_minimum_salary_table:8,"{""season_year"":""2027"",""accrued_seasons_band"":""0"",""active_minimum_salary_millions"":""0.93"",""veteran_minimum_benefit_eligible"":""no"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,9,nfl_active_minimum_salary_table:9,"{""season_year"":""2027"",""accrued_seasons_band"":""1"",""active_minimum_salary_millions"":""1.005"",""veteran_minimum_benefit_eligible"":""no"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
nfl_contracts,nfl_active_minimum_salary_table.csv,nfl_active_minimum_salary_table,runtime_tuning,10,nfl_active_minimum_salary_table:10,"{""season_year"":""2027"",""accrued_seasons_band"":""2"",""active_minimum_salary_millions"":""1.075"",""veteran_minimum_benefit_eligible"":""yes"",""source_basis"":""synthetic_cba_minimum_schedule_aligned_to_public_2026_rookie_base_examples"",""notes"":""Use as game-tuning minimum floor; verify against official CBA tables if exact legal replication is needed.""}"
